exercise_name,equipment,mechanics,force,desc,execution,muscle_group,level
Donkey Calf Raise,Smith,Isolated,Push,Engage both safety stops mid height so bar will be just above in lowest range of motion. Place calf block under bar. Position padded surface of tall bench orRoman Chairin front of smith machine for arm rest. Place stiffly padded board within arms reach. Step on calf block while standing between smith bar and arm rest. Situate padded board on back of hips while bending under smith bar. Arrange smith bar above upper hips or lower waist with padded board in between. Place forearms on supports. Lift bar off of safety stops by straighten knees. Position toes and balls of feet on calf block with arches and heels extending off.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,3
Standing Calf Raise,Smith,Isolated,Push,Position bar on upper chest height and place calf block under bar. Position back of shoulders under bar and grasp bar to sides. Position toes and balls of feet on calf block with arches and heels extending off. Disengage bar by rotating bar back. Stand erect by extending knees and hips.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,2
Single Leg Calf Raise,Weighted,Isolated,Push,Hang weight from dip belt around waist. Position toes and ball of foot on calf block end of platform with heel and arch extending off. Place hand or hands on support for balance. Lift other leg to rear by bending knee.,Raise heel by extending ankle as high as possible. Lower heel by bending ankle until calf is stretched. Repeat. Continue with opposite leg.,Legs,3
Standing Calf Raise,Body Weight,Isolated,Push,Position toes and balls of feet on calf block with arches and heels extending off. Place hand on support for balance.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,2
Standing Calf Raise:  Single Leg,Body Weight,Isolated,Push,Position toes and balls of feet on calf block or elevation with heels and arches extending off. Place hand or hands on support for balance. Lift one leg to rear by bending knee.,Raise heel by extending ankle as high as possible. Lower heel by bending ankle until calf is stretched. Repeat. Continue with opposite leg.,Legs,3
Single Leg Calf Raise,Self-assisted,Isolated,Push,Position toes and balls of feet on calf block with heels and arches extending off. Place hands on support for assistance. Lift one leg to rear by bending knee.,"Raise heel by extending ankle as high as possible, assisting with upper body as little as possible. Lower heel by bending ankle until calf is stretched. Repeat. Continue with opposite leg.",Legs,3
Forward Angled Single Leg Calf Raise,Suspended,Isolated,Push,Position toes and balls of feet on calf block with heels and arches extending off. Place hands on support for assistance. Lift one leg to rear by bending knee.,"Raise heel by extending ankle as high as possible, assisting with upper body as little as possible. Lower heel by bending ankle until calf is stretched. Repeat. Continue with opposite leg.",Legs,3
Safety Barbell Seated Calf Raise,Barbell,Isolated,Push,Place safety bar on rack approximately lower leg height with calf block slightly rear of safety bar. Sit on bench facing safety bar and place toes on lower portion of platform with heels extending off. Scoot forward to edge of bench and position lower thighs under safety bar. Grasp bar to sides and lift bar from rack by pushing heels up. Slide back to center of bench.,Lower heels by bending ankles until calves are stretched. Raise heels by extending ankles as high as possible. Repeat.,Legs,2
Seated Calf Raise,Lever (plate loaded),Isolated,Push,Sit on seat facing lever. Place forefeet on platform with heels extending off. Position lower thighs under lever pads. Grasp handles if available or place hands on lever pad. Lift lever slightly by pushing heels up. Release support lever.,Lower heels by bending ankles until calves are stretched. Raise heels by extending ankles as high as possible. Repeat.,Legs,2
Seated Calf Raise,Lever (selectorized),Isolated,Push,Sit on seat facing lever. Reach forward and pull hand lever toward body. Place forefeet on platform with heels extending off. Position lower thighs under lever pads. Release hand lever by pushing away from body. Place hands on top of thigh pads.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,2
Seated Calf Raise,Smith,Isolated,Push,Position bar slightly higher than lower leg height. Wrap bar pad around center of bar. Place calf block under bar and bench near bar. Sit on bench facing bar and place toes on lower portion of platform with heels extending off. Grasp bar to sides and extend ankles to raise knees so lower thighs are under padded bar. Push heels further up. Disengage bar by rotating bar back.,Lower heels by bending ankles until calves are stretched. Raise heels by extending ankles as high as possible. Repeat.,Legs,2
Safety Bar Reverse Calf Raise,Barbell,Isolated,Pull,"Standing facing safety barbell on rack upper chest height and calf block on floor just below. Position heels on forward edge of calf block. Place hands on bar to each sides or on vertical rack bars. Position head in yoke with padded bar around shoulders. Dismount bar from rack by standing erect with safety bar, away yet close to rack.",Pull forefeet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.,Legs,3
Reverse Calf Raise,Cable,Isolated,Pull,Place cable belt or dip belt around waist. Kneel before low pulley and attach it to cable. Stand and position heels on forward edge of platform. Grasp support bar for balance.,Pull forefeet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.,Legs,2
Reverse Calf Raise:  Single Leg,Cable,Isolated,Pull,Place cable belt or dip belt around waist. Kneel before low pulley and attach it to cable. Stand and position heel on forward edge of platform. Raise other leg off block. Grasp support bar for balance.,Pull forefoot up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.,Legs,3
Reverse Calf Raise,Dumbbell,Isolated,Pull,Grasp dumbbell in one hand to side. Position heels on forward edge of platform. Grasp support with other hand for balance.,Pull forefoot of both feet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.,Legs,2
Reverse Calf Raise:  Single Leg,Dumbbell,Isolated,Pull,Grasp dumbbell in one hand to side. Position one heel on forward edge of platform. Grasp support with other hand for balance. Lift other leg to rear by bending knee.,Pull forefoot up toward body as far as possible. Return by extending foot until toes are pointed downward. Repeat. Continue with opposite leg.,Legs,3
45° Reverse Calf Press,Lever (plate loaded),Isolated,Pull,"Sit on seat with back on padded support. Place feet very high on platform, grasp handles to sides, and extend knees.",Pull forefoot back toward body as far as possible while pushing platform with heels. Return feet down to platform and repeat.,Legs,3
45° Reverse Calf Raise,Lever (plate loaded),Isolated,Pull,Sit on machine with lower back against padding. Grasp handles to sides and place feet on top portion of platform. Straighten knees and position heels on top edge of platform.,Pull forefoot of both feet up and back toward body as far as possible. Return by extending feet return to platform. Repeat.,Legs,3
